,ID,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Course Name,Course URL / Code,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Certification URL,Is there a course with this certification?,Consolidated Course Name,Category,Activity,Support Group,Assigned To,Request Status,Start Date,End Date,Start Mo/Yr,End Mo/Yr,Start FY,End FY,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Individual Travel Hours,Rqst Tot Labor Hrs,Airfare,Hotel,Per Diem,Other,Estimated Individual Travel,Misc Expenses,Certification Fee,Conference Fee,Course Fee,Catering,Facility Rental,Vendor Charge,Direct Other Expenses,Describe Other Expenses,Direct Expense Impact,Rqst NPR Alloc,Rqst NPR OH,Cancel No Response,Created,Retroactive Start Date,Duplicates,Reporting Status
2319,TAS0009334,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,8,TD,Technology Delivery,Conference  -  Technology Delivery  -  Vendor,Conference,Vendor,NA,"Las Vegas, NV",NA,NA,SAP,SAP TechEd,NA,NA,NA,NA,NA,SAP TechEd,SAP,Conf - SAP TechED,TAS TDSADC SAP Approval Group,michael.g.fulton,Training Complete,9/19/2016,9/23/2016,01_Sep,01_Sep,FY17,FY17,Current project/role,0,40,Yes,10,50,525,1170,288,0,1983,0,0,2795,0,0,0,0,0,NA,NA,0,4778,TRUE,42614.6855,TRUE,NO,3. Complete
2320,TAS0009357,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,6,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,NA,Las Vegas,NA,NA,SAP,SAP TechEd,NA,NA,NA,NA,NA,SAP TechEd,SAP,Conf - SAP TechED,TAS TC SAP Approval Group,NA,Training Complete,9/19/2016,9/23/2016,01_Sep,01_Sep,FY17,FY17,Career growth,0,40,Yes,13,53,525,1170,288,100,2083,0,0,2795,0,0,0,0,0,NA,NA,0,4878,TRUE,42618.49066,TRUE,NO,3. Complete
2321,TAS0011732,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,NA,SAP Federal Financials (WNAPSF),https://mylearning.accenture.com/Atlas/home.aspx?url=%23%2FactivityDetailsqmqmactivityID%3D228106%26,SAP,NA,NA,NA,NA,NA,NA,SAP Federal Financials (WNAPSF),SAP,SAP Federal Financials,NA,michael.g.fulton,Training Complete,1/23/2017,1/27/2017,05_Jan,05_Jan,FY17,FY17,Career growth,NA,40,No,0,40,0,0,0,0,0,0,0,0,2211,0,0,0,0,NA,NA,2211,0,TRUE,42747.53583,TRUE,NO,3. Complete
2322,TAS0008631,TAS,NA,01.01.207.108,TDSADC SAP,SAP,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,NA,FY16 SAP Learning HUB,https://mylearning.accenture.com/accenture/lang-en/management/LMS_ActDetails.asp?UserMode=0&ActId=11,NA,NA,NA,NA,NA,NA,NA,FY16 SAP Learning HUB,SAP,SAP Learning Hub,TAS TDSADC SAP Approval Group,michael.g.fulton,Approved,7/19/2016,7/18/2017,11_Jul,11_Jul,FY16,FY17,Other,NA,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42570.47146,TRUE,NO,2. Approved
2323,TAS0011131,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.107,TDSADC Oracle,Oracle,TDSADC,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,HA300E SAP HANA Modeling,https://training.sap.com/shop/course/ha300e-sap-hana-modeling-e-learning-011-us-en/,SAP,NA,NA,NA,NA,NA,NA,HA300E SAP HANA Modeling,SAP,SAP HANA,TAS TDSADC Oracle Approval Group,michael.g.fulton,Approved,12/26/2016,6/13/2017,04_Dec,10_Jun,FY17,FY17,Career growth,NA,20,No,0,20,0,0,0,0,0,0,0,0,963,0,0,0,0,NA,NA,963,0,TRUE,42715.53524,TRUE,NO,N/A
2324,TAS0014814,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.107,TDSADC Oracle,Oracle,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,NA,SuccessFactors Shadowing At Tessoro,N/A,NA,NA,NA,NA,NA,NA,NA,SuccessFactors Shadowing At Tessoro,SAP,SuccessFactors Shadowing,TAS TDSADC Oracle Approval Group,michael.g.fulton,Approved,4/3/2017,5/31/2017,08_Apr,09_May,FY17,FY17,Upcoming project/role,NA,160,No,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42822.59557,TRUE,NO,2. Approved
2325,TAS0009406,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.003,TC Analyst Apprentice,Analyst,TC,10,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,NA,"Las Vegas, Nevada",NA,NA,SAP,SAP TechED,NA,NA,NA,NA,NA,SAP TechED,SAP,Conf - SAP TechED,TAS TC Analyst Apprentice Approval Group,NA,Training Complete,9/19/2016,9/23/2016,01_Sep,01_Sep,FY17,FY17,Career growth,NA,40,Yes,13,53,525,1170,288,0,1983,0,0,2795,0,0,0,0,0,NA,NA,0,4778,TRUE,42621.97244,TRUE,NO,3. Complete
2326,TAS0009192,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,NA,SAP Learning Hub,https://mylearning.accenture.com/accenture/lang-en/management/LMS_ActDetails.asp?UserMode=0&ActId=11,NA,NA,NA,NA,NA,NA,NA,SAP Learning Hub,SAP,SAP Learning Hub,TAS TDSADC SAP Approval Group,michael.g.fulton,Approved,8/23/2016,8/22/2017,12_Aug,12_Aug,FY16,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42605.4984,TRUE,NO,2. Approved
2327,TAS0015916,TAS,Southfield Corp 3000 Town Ctr,01.01.207.005,TDL Industry,Industry,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,"Seattle, WA",SCM 620 Pricing and Sales Distribution,https://training.sap.com/shop/course/scm620-pricing-in-sales-and-distribution-classroom-015-us-en/,SAP,NA,NA,NA,NA,NA,NA,SCM 620 Pricing and Sales Distribution,SAP,Pricing in Sales & Dist,TAS TDL Industry Approval Group,NA,Approved,5/8/2017,5/10/2017,09_May,09_May,FY17,FY17,Current project/role,NA,24,Yes,6,30,450,500,250,50,1250,0,0,0,1729,0,0,0,0,NA,NA,1729,1250,TRUE,42843.89609,TRUE,NO,2. Approved
2328,TAS0012474,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,Washington DC,SAP Federal Financials (IPSF15),https://training.sap.com/shop/course/ipsf15-federal-financials-classroom-002-us-en/,SAP,NA,NA,NA,NA,NA,NA,SAP Federal Financials (IPSF15),SAP,SAP Federal Financials,NA,michael.g.fulton,Training Complete,2/27/2017,3/3/2017,06_Feb,07_Mar,FY17,FY17,Career growth,NA,40,Yes,4,44,753.62,829.4,379.5,483.14,2445.66,0,0,0,1973,0,0,0,0,NA,NA,1973,2445.66,TRUE,42775.39088,TRUE,NO,3. Complete
2329,TAS0011320,TAS,Baltimore AFS 6340 Security Blvd,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,NA,SAP Learning Hub,A65399,NA,NA,NA,NA,NA,NA,NA,SAP Learning Hub,SAP,SAP Learning Hub,TAS TDL Analyst Apprentice Approval Group,NA,Training Complete,1/16/2017,3/31/2017,05_Jan,07_Mar,FY17,FY17,Current project/role,NA,25,No,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42724.36718,TRUE,NO,3. Complete
2330,TAS0009321,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,7,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,NA,"Las Vegas, NV",NA,NA,SAP,SAP TechED,NA,NA,NA,NA,NA,SAP TechED,SAP,Conf - SAP TechED,TAS TC SAP Approval Group,NA,Training Complete,9/19/2016,9/23/2016,01_Sep,01_Sep,FY17,FY17,Career growth,100,40,Yes,14,54,700,1200,300,0,2200,0,0,2795,0,0,0,0,0,NA,NA,0,4995,TRUE,42613.50044,TRUE,NO,3. Complete
2331,TAS0012529,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,GRC330,https://training.sap.com/shop/course/grc330-sap-process-control-101-implementation-and-configuration,SAP,NA,NA,NA,NA,NA,NA,GRC330,SAP,"SAP Governance, Risk & Compliance (GRC)",NA,michael.g.fulton,Training Complete,2/20/2017,2/24/2017,06_Feb,06_Feb,FY17,FY17,Current project/role,NA,40,No,0,40,0,0,0,0,0,0,0,0,3350,0,0,0,0,NA,NA,3350,0,TRUE,42775.65532,TRUE,NO,3. Complete
2332,TAS0015901,TAS,Houston Corp 1301 Fannin,01.01.207.008,TDL SAP,SAP,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,11490 Westheimer Road Suite 600 Houston TX 77077,GRC330 SAP Process Control 10.1 Implementation and Configuration,https://training.sap.com/shop/course/grc330-sap-process-control-101-implementation-and-configuration,SAP,NA,NA,NA,NA,NA,NA,GRC330 SAP Process Control 10.1 Implementation and Configuration,SAP,"SAP Governance, Risk & Compliance (GRC)",TAS TDL SAP Approval Group,NA,Training Complete,4/24/2017,4/28/2017,08_Apr,08_Apr,FY17,FY17,Current project/role,NA,40,Yes,5,45,184,600,679,285,1748,0,0,0,3350,0,0,0,0,NA,NA,3350,1748,TRUE,42843.64617,TRUE,NO,3. Complete
2333,TAS0009200,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,6,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,NA,"Las Vegas, NV",NA,NA,SAP,SAP TechEd 2016,NA,NA,NA,NA,NA,SAP TechEd 2016,SAP,Conf - SAP TechED,TAS TC SAP Approval Group,NA,Training Complete,9/19/2016,9/23/2016,01_Sep,01_Sep,FY17,FY17,Current project/role,NA,40,Yes,8,48,650,1160,320,120,2250,0,0,2695,0,0,0,0,0,NA,NA,0,4945,TRUE,42605.79328,TRUE,NO,3. Complete
2334,TAS0003363,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.003,TC Analyst Apprentice,Analyst,TC,10,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,NA,FY16 SAP Learning Hub,A87921,NA,NA,NA,NA,NA,NA,NA,FY16 SAP Learning Hub,SAP,SAP Learning Hub,TAS TC Analyst Apprentice Approval Group,NA,Training Complete,11/13/2015,11/13/2016,03_Nov,03_Nov,FY16,FY17,Other,NA,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42321.44112,TRUE,NO,3. Complete
2335,TAS0011256,TAS,Baltimore AFS 6340 Security Blvd,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,HUB040,https://training.sap.com/shop/course/hub040-sap-learning-hub-user-edition-public-cloud-version-learn,SAP Learning Hub,NA,NA,New,0,0,Yes,0 - HUB040,SAP,SAP Learning Hub,TAS TDL Analyst Apprentice Approval Group,NA,Approved,1/2/2017,8/31/2017,05_Jan,12_Aug,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,NA,NA,275,0,TRUE,42720.6501,TRUE,NO,2. Approved
2336,TAS0009341,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,8,TD,Technology Delivery,Conference  -  Technology Delivery  -  Vendor,Conference,Vendor,NA,"La Vegas, NV",NA,NA,SAP,SAP TechEd,NA,NA,NA,NA,NA,SAP TechEd,SAP,Conf - SAP TechED,TAS TDSADC SAP Approval Group,michael.g.fulton,Training Complete,9/16/2016,9/23/2016,01_Sep,01_Sep,FY17,FY17,Current project/role,0,40,Yes,10,50,525,1170,288,0,1983,0,0,2795,0,0,0,0,0,NA,NA,0,4778,TRUE,42615.36909,TRUE,NO,3. Complete
2337,TAS0016217,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,NA,SAP Learning HUB,A36412,NA,NA,NA,NA,NA,NA,NA,SAP Learning HUB,SAP,SAP Learning Hub,NA,michael.g.fulton,Approved,5/3/2017,8/31/2017,09_May,12_Aug,FY17,FY17,Current project/role,NA,160,No,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42851.63495,TRUE,NO,2. Approved
2338,TAS0015209,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,NA,SAP Fiori and SAP UI5,A46067-0001,NA,NA,NA,NA,NA,NA,NA,SAP Fiori and SAP UI5,SAP,SAP Fiori,NA,michael.g.fulton,Training Complete,4/24/2017,4/28/2017,08_Apr,08_Apr,FY17,FY17,Upcoming project/role,NA,40,No,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42831.3938,TRUE,NO,3. Complete
2339,TAS0015167,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,NA,SAP Fiori and SAP UI5,A46067-0001,NA,NA,NA,NA,NA,NA,NA,SAP Fiori and SAP UI5,SAP,SAP Fiori,NA,michael.g.fulton,Approved,4/24/2017,4/28/2017,08_Apr,08_Apr,FY17,FY17,Upcoming project/role,NA,40,No,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42830.6211,TRUE,NO,2. Approved
2340,TAS0008129,TAS,Wilmington GDN 501 Carr Rd,01.01.207.008,TDL SAP,SAP,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,NA,ABAP Object Oriented Programming,"course number = X306434,   URL = https://mylearning.accenture.com/Atlas/home.aspx#/activityDetails?r",SAP,NA,NA,NA,NA,NA,NA,ABAP Object Oriented Programming,SAP,ABAP,TAS TDL SAP Approval Group,NA,Training Complete,10/17/2016,10/21/2016,02_Oct,02_Oct,FY17,FY17,Other,NA,40,No,0,40,0,0,0,0,0,0,0,0,3000,0,0,0,0,NA,NA,3000,0,TRUE,42549.37568,TRUE,NO,3. Complete
2341,TAS0011719,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,NA,SAP Federal Financials (WNAPSF),https://mylearning.accenture.com/Atlas/home.aspx?url=%23%2FactivityDetailsqmqmactivityID%3D228106%26,SAP,NA,NA,NA,NA,NA,NA,SAP Federal Financials (WNAPSF),SAP,SAP Federal Financials,NA,michael.g.fulton,Training Complete,1/23/2017,1/27/2017,05_Jan,05_Jan,FY17,FY17,Career growth,NA,40,No,0,40,0,0,0,0,0,0,0,0,2211,0,0,0,0,NA,NA,2211,0,TRUE,42747.42273,TRUE,NO,3. Complete
2342,TAS0008762,TAS,NA,01.01.207.108,TDSADC SAP,SAP,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,NA,FY16 SAP learning hub,https://mylearning.accenture.com/Atlas/home.aspx#/activityDetails?referrer=home&activityID=1190421&a,NA,NA,NA,NA,NA,NA,NA,FY16 SAP learning hub,SAP,SAP Learning Hub,TAS TDSADC SAP Approval Group,michael.g.fulton,Approved,7/27/2016,8/31/2017,11_Jul,12_Aug,FY16,FY17,Other,NA,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42578.43698,TRUE,NO,2. Approved
2343,TAS0011954,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,NA,FY17 SAP Learning Hub,https://mylearning.accenture.com/accenture/lang-en/management/LMS_ActDetails.asp?UserMode=0&ActId=11,NA,NA,NA,New,NA,NA,No,FY17 SAP Learning Hub,SAP,SAP Learning Hub,NA,michael.g.fulton,Approved,1/24/2017,4/30/2017,05_Jan,08_Apr,FY17,FY17,Career growth,NA,160,NA,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42759.41844,TRUE,NO,N/A
2344,TAS0012093,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,NA,SAP Learning Hub,A65399,NA,NA,NA,NA,NA,NA,NA,SAP Learning Hub,SAP,SAP Learning Hub,NA,michael.g.fulton,Approved,1/30/2017,8/31/2017,05_Jan,12_Aug,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42765.64753,TRUE,NO,2. Approved
2345,TAS0009331,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,8,TD,Technology Delivery,Conference  -  Technology Delivery  -  Vendor,Conference,Vendor,NA,Las Vegas,NA,NA,SAP,SAP Tech ED,NA,NA,NA,NA,NA,SAP Tech ED,SAP,Conf - SAP TechED,TAS TDSADC SAP Approval Group,michael.g.fulton,Training Complete,9/16/2016,9/23/2016,01_Sep,01_Sep,FY17,FY17,Current project/role,0,40,Yes,10,50,525,1170,288,0,1983,0,0,2795,0,0,0,0,0,NA,NA,0,4778,TRUE,42614.54806,TRUE,NO,3. Complete
2346,TAS0011729,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,NA,o Course Name:  SAP Federal Financials (WNAPSF),:  https://mylearning.accenture.com/Atlas/home.aspx?url=%23%2FactivityDetailsqmqmactivityID%3D228106,SAP,NA,NA,NA,NA,NA,NA,o Course Name:  SAP Federal Financials (WNAPSF),SAP,SAP Federal Financials,NA,michael.g.fulton,Training Complete,1/23/2017,1/27/2017,05_Jan,05_Jan,FY17,FY17,Career growth,NA,40,No,0,40,0,0,0,0,0,0,0,0,2211,0,0,0,0,NA,NA,2211,0,TRUE,42747.49466,TRUE,NO,3. Complete
2347,TAS0009456,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,NA,FY16 SAP,https://mylearning.accenture.com/accenture/lang-en/management/LMS_ActDetails.asp?UserMode=0&ActId=11,NA,NA,NA,NA,NA,NA,NA,FY16 SAP,SAP,SAP Learning Hub,TAS TDSADC SAP Approval Group,michael.g.fulton,Approved,9/14/2016,8/31/2017,01_Sep,12_Aug,FY17,FY17,Career growth,NA,160,No,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42627.42516,TRUE,NO,2. Approved
2348,TAS0011255,TAS,Baltimore AFS 6340 Security Blvd,01.01.207.005,TDL Industry,Industry,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,HUB040,https://training.sap.com/shop/course/hub040-sap-learning-hub-user-edition-public-cloud-version-learn,SAP Learning Hub,NA,NA,New,"SAP Learning Hub, User Edition, Public Cloud Version",https://training.sap.com/shop/course/hub040-sap-learning-hub-user-edition-public-cloud-version-learn,Yes,"SAP Learning Hub, User Edition, Public Cloud Version - HUB040",SAP,SAP Learning Hub,TAS TDL Industry Approval Group,NA,Approved,1/1/2017,8/31/2017,05_Jan,12_Aug,FY17,FY17,Career growth,NA,25,No,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42720.64859,TRUE,NO,2. Approved
2349,TAS0011722,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,NA,SAP Federal Financials (WNAPSF),https://mylearning.accenture.com/myl-ui/learner/activityDetails?activityID=228106&activitySource=LMS,SAP,NA,NA,NA,NA,NA,NA,SAP Federal Financials (WNAPSF),SAP,SAP Federal Financials,NA,michael.g.fulton,Training Complete,1/23/2017,1/27/2017,05_Jan,05_Jan,FY17,FY17,Career growth,NA,40,No,0,40,0,0,0,0,0,0,0,0,2211,0,0,0,0,NA,NA,2211,0,TRUE,42747.42531,TRUE,NO,3. Complete
2350,TAS0012481,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,NA,SAP Federal Financials (IPSF15),https://training.sap.com/shop/course/ipsf15-federal-financials-classroom-002-us-en/,SAP,NA,NA,NA,NA,NA,NA,SAP Federal Financials (IPSF15),SAP,SAP Federal Financials,TAS TDL Industry Approval Group,NA,Training Complete,2/27/2017,3/3/2017,06_Feb,07_Mar,FY17,FY17,Career growth,NA,40,No,0,40,0,0,0,0,0,0,0,0,1973,0,0,0,0,NA,NA,1973,0,TRUE,42775.40528,TRUE,NO,3. Complete
2351,TAS0012508,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,NA,SAP Federal Financials (IPSF15),https://training.sap.com/shop/course/ipsf15-federal-financials-classroom-002-us-en/?,SAP,NA,NA,NA,NA,NA,NA,SAP Federal Financials (IPSF15),SAP,SAP Federal Financials,TAS TC SAP Approval Group,NA,Training Complete,2/27/2017,3/3/2017,06_Feb,07_Mar,FY17,FY17,Career growth,NA,40,No,0,40,0,0,0,0,0,0,0,0,1973,0,0,0,0,NA,NA,1973,0,TRUE,42775.48178,TRUE,NO,3. Complete
2352,TAS0008496,TAS,Whitehall AFS E Broad St,01.01.207.008,TDL SAP,SAP,TDL,10,TD,Technology Delivery,Conference  -  Technology Delivery  -  Vendor,Conference,Vendor,NA,New Orleans,NA,NA,Americas' SAP Users' Group (ASUG),ASUG BI + Analytics Conference,NA,NA,NA,NA,NA,ASUG BI + Analytics Conference,SAP,Conf - ASUG BI + Analytics Conference,TAS TDL SAP Approval Group,NA,Training Complete,10/17/2016,10/20/2016,02_Oct,02_Oct,FY17,FY17,Other,100,32,Yes,4,36,400,900,160,200,1660,0,0,1595,0,0,0,0,0,NA,NA,0,3255,TRUE,42564.38985,TRUE,NO,3. Complete
2353,TAS0011189,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.008,TDL SAP,SAP,TDL,8,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Virtual,NA,Data Services - Platform and Transforms,https://training.sap.com/shop/course/ds10-data-services---platform-and-transforms-classroom-010-us-e,NA,NA,NA,NA,NA,NA,NA,Data Services - Platform and Transforms,SAP,SAP Data Svcs,TAS TDL SAP Approval Group,NA,Training Complete,12/28/2016,12/30/2016,04_Dec,04_Dec,FY17,FY17,Current project/role,NA,24,No,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42717.87487,TRUE,NO,3. Complete
2354,TAS0009317,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,9,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,NA,"Las Vegas, NV",NA,NA,SAP,SAP TechEd,NA,NA,NA,NA,NA,SAP TechEd,SAP,Conf - SAP TechED,TAS TC SAP Approval Group,NA,Training Complete,9/19/2016,9/23/2016,01_Sep,01_Sep,FY17,FY17,Career growth,NA,40,Yes,13,53,525,1170,300,0,1995,0,0,2795,0,0,0,0,0,NA,NA,0,4790,TRUE,42613.469,TRUE,NO,3. Complete
2355,TAS0011330,TAS,Baltimore AFS 6340 Security Blvd,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,NA,SAP Learning Hub,A65399,NA,NA,NA,NA,NA,NA,NA,SAP Learning Hub,SAP,SAP Learning Hub,TAS TDL Analyst Apprentice Approval Group,NA,Training Complete,1/9/2017,3/31/2017,05_Jan,07_Mar,FY17,FY17,Career growth,NA,25,No,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42724.39829,TRUE,NO,3. Complete
2356,TAS0012559,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,7,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,1) THR080 Introduction to SAP SuccessFactors Academy,https://training.sap.com/shop/course/thr80-introduction-to-sap-successfactors-academy-remoteclassroo,SAP,NA,NA,NA,NA,NA,No,1) THR080 Introduction to SAP SuccessFactors Academy,SAP,Success Factors,NA,michael.g.fulton,Training Complete,3/6/2017,3/10/2017,07_Mar,07_Mar,FY17,FY17,Current project/role,NA,40,No,0,40,0,0,0,0,0,0,0,0,3375,0,0,0,0,NA,NA,3375,0,TRUE,42776.51723,TRUE,NO,3. Complete
2357,TAS0010241,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,SAP Java Process Integration,https://training.sap.com/shop/course/bit500-sap-java-process-integration-classroom-015-us-en/,SAP,NA,NA,NA,NA,NA,NA,SAP Java Process Integration,SAP,SAP Java Process Integration,NA,michael.g.fulton,Approved,6/12/2017,6/16/2017,10_Jun,10_Jun,FY17,FY17,Upcoming project/role,NA,40,No,0,40,0,0,0,0,0,0,0,0,3350,0,0,0,0,NA,NA,3350,0,TRUE,42669.63705,TRUE,NO,2. Approved
